path,phase,role,sha256,size_bytes,canonicality,frozen_status
outputs/phase4_5/feature_importance.png,4_5,corrected canonical single-building forecast,388e860c578ec6181e6833eb65720c1d89e68e6086f8b35bfd6071ed61677cdb,76011,frozen_supporting_or_historical,AT_FROZEN_COMMIT
outputs/phase4_5/final_config.json,4_5,corrected canonical single-building forecast,414bce43e889b78940ebf0f17588d66eff624b4348e144ce424816801786fffa,1903,frozen_supporting_or_historical,AT_FROZEN_COMMIT
outputs/phase4_5/final_predictions.csv,4_5,corrected canonical single-building forecast,2a0f868e40d9ee63b5d750720c9602ed13f4792176f1f144b57d4e8ffe5547de,174176,frozen_supporting_or_historical,AT_FROZEN_COMMIT
outputs/phase4_5/test_prediction.png,4_5,corrected canonical single-building forecast,8c92bbd8ee945ca9f9673dd164e3a2ada5191aa9a08e0de7d248400216f17802,236783,frozen_supporting_or_historical,AT_FROZEN_COMMIT
outputs/phase4_5/test_prediction_7days.png,4_5,corrected canonical single-building forecast,024a535615005b25827b8821fdc1948c08f378e926b24446a854a10c8f977c87,167956,frozen_supporting_or_historical,AT_FROZEN_COMMIT
outputs/phase4_5/validation_prediction.png,4_5,corrected canonical single-building forecast,08de28b8963a3ed6384b8e621bb174557a7fc16027a5157109c836d048fd52b5,147236,frozen_supporting_or_historical,AT_FROZEN_COMMIT
outputs/phase5/battery_size_sensitivity.csv,5,battery decision evidence,c1fedb1544c84955279d1f623c311107f27060a0f6f78b4e703ac9d024aa463d,1982,frozen_supporting_or_historical,AT_FROZEN_COMMIT
outputs/phase5/battery_size_sensitivity.png,5,battery decision evidence,4eb717ee48d77af410a6b6f01ae8358710d5a950209077a5f9586c72d117f561,90439,frozen_supporting_or_historical,AT_FROZEN_COMMIT
outputs/phase5/daily_metrics.csv,5,battery decision evidence,9e995e320b1ee3b17c42ff80919c1a8d1cdc242b12df30f65d44f7b35d483989,61413,frozen_supporting_or_historical,AT_FROZEN_COMMIT
outputs/phase5/daily_peak_reduction.png,5,battery decision evidence,b6d0a3ff400f280b60a9d1d7c825bf5b2a849ca7264cbfbbe3160f719d0f3522,305656,frozen_supporting_or_historical,AT_FROZEN_COMMIT
outputs/phase5/example_day_dispatch.png,5,battery decision evidence,362b4f338bc3aa6831ae7495267c008b6e5da10a38f5aa147982a9ccd8778a99,179911,frozen_supporting_or_historical,AT_FROZEN_COMMIT
outputs/phase5/example_day_soc.png,5,battery decision evidence,b0983dd27936c1c0fc3c2708d4ba88e4f7fd6f4a2669175b7f32d03e2c978485,63720,frozen_supporting_or_historical,AT_FROZEN_COMMIT
outputs/phase5/peak_comparison.png,5,battery decision evidence,6633f40cc61ad37ce7e3213d44e409862845ddef7b3beb47f6d91564c90fde98,67003,frozen_supporting_or_historical,AT_FROZEN_COMMIT
outputs/phase5_5/summary.json,5_5,uncertainty/error propagation evidence,7fa09434596d237234a7d9141ed2027eaa81b4a8ae7286ec62c93260b300b731,17711,frozen_supporting_or_historical,AT_FROZEN_COMMIT
outputs/phase5_7/case_failure_day.png,5_7,robust optimization evidence,2287ccd70ccd35ee693dd3a8d8a844931eae69802ee218cb0e9936b318a2b99b,181461,frozen_supporting_or_historical,AT_FROZEN_COMMIT
outputs/phase5_7/case_success_day.png,5_7,robust optimization evidence,a0d067a9f54b242ba0aac1415a3725064a2ed7fadfb9ff1f39d4d4d37bf6d294,251942,frozen_supporting_or_historical,AT_FROZEN_COMMIT
outputs/phase5_7/daily_regret_comparison.png,5_7,robust optimization evidence,55063503219711f22dcc867bc543062325f391a42b68a69fda20b4ed51305402,137916,frozen_supporting_or_historical,AT_FROZEN_COMMIT
outputs/phase5_7/deterministic_vs_robust_daily_peaks.png,5_7,robust optimization evidence,6f1fb3c5e6c71d5e9c150cd8c9f88f16cfe03ff37b812c7f24045d781e79a7f6,156032,frozen_supporting_or_historical,AT_FROZEN_COMMIT
outputs/phase5_7/lambda_sensitivity.png,5_7,robust optimization evidence,523b6d8f9c1020e06007a2b8bc914cef49fcd4f2b3b89de27e122c1c31c4e8a4,141371,frozen_supporting_or_historical,AT_FROZEN_COMMIT
outputs/phase5_7/selected_robust_config.json,5_7,robust optimization evidence,2296f73e71e357058a9bb1381b915548dbbccff30446863e9ef72de43b82d935,2463,frozen_supporting_or_historical,AT_FROZEN_COMMIT
outputs/phase5_7/test_daily_metrics.csv,5_7,robust optimization evidence,5882d78e4f77b8b2d21f3dcd52cb0d7cc79020dd3947207c5f1f2fb993040400,32609,frozen_supporting_or_historical,AT_FROZEN_COMMIT
outputs/phase5_7/test_overall_metrics.csv,5_7,robust optimization evidence,e860208d60f07d8e145db2698ff68dc35f4635958e7e1137f27f4280c2787ca0,1454,frozen_supporting_or_historical,AT_FROZEN_COMMIT
outputs/phase7/building_candidate_statistics.csv,7,canonical multi-building evidence,629d1112fd5400dc508aee526ef3491840effd8bc7b24094485735d571ae44f8,147260,canonical,AT_FROZEN_COMMIT
outputs/phase7/cross_building_model_summary.csv,7,canonical multi-building evidence,cbad06fd825d9b49fb612f69fb888b5b42c158d61a1929092bb5c692df7b048d,1172,canonical,AT_FROZEN_COMMIT
outputs/phase7/figures/01_morphology_map.png,7,canonical multi-building evidence,11e7c3543cd4bc15efcb9225d1c6f141841fc98033e4f075799f8c2f17c7e178,52746,canonical,AT_FROZEN_COMMIT
outputs/phase7/figures/02_normalized_forecast_comparison.png,7,canonical multi-building evidence,dd53673c537c77117e661f80074305e8fa4cbdf6e9e198cdc7dfbdff9c46c3f5,64793,canonical,AT_FROZEN_COMMIT
outputs/phase7/figures/03_decision_comparison.png,7,canonical multi-building evidence,ac5554bd5bb0999ab948b4e01147843898f11b0e7a66fcbc30cd2e53f1e72a2d,74884,canonical,AT_FROZEN_COMMIT
outputs/phase7/figures/04_forecast_vs_decision_rank.png,7,canonical multi-building evidence,163e16ba4804830af1bae45153f7788433ad8186213a39836eef48a1f5944598,68069,canonical,AT_FROZEN_COMMIT
outputs/phase7/figures/05_average_rank.png,7,canonical multi-building evidence,3d1a208783b7f6249a9b3e5df100be76ca2acb7c2d3eede1cd4e6fe3bda15a80,47283,canonical,AT_FROZEN_COMMIT
outputs/phase7/figures/06_success_case.png,7,canonical multi-building evidence,05d9a6b9d9537143fc9354e933db73e133354a89858f70deacf24bc490c3bfc8,168283,canonical,AT_FROZEN_COMMIT
outputs/phase7/figures/07_failure_case.png,7,canonical multi-building evidence,2c65392092079729ff7e1d0f43c87f3782fdf9d02032904837a87cd47f1c7835,163734,canonical,AT_FROZEN_COMMIT
outputs/phase7/figures/08_ensemble_improvement.png,7,canonical multi-building evidence,1a46c68fe0e8bc28a1916eff3e9a29a50efaed5896bc2881a682f8eb531dd584,59584,canonical,AT_FROZEN_COMMIT
outputs/phase7/model_test_decision_metrics.csv,7,canonical multi-building evidence,8680b2eced090f2ef2e56d5ceecf3217eacc1958f23b0eff1aec07eff3499454,8315,canonical,AT_FROZEN_COMMIT
outputs/phase7/model_test_forecast_metrics.csv,7,canonical multi-building evidence,38692038ae03c56000c2f05f6ac2138f39c58f26eb588f9b8cfff14dcd20d855,7711,canonical,AT_FROZEN_COMMIT
outputs/phase7/paired_model_comparison.csv,7,canonical multi-building evidence,d50360d3ec236140ac463527872ad216f10254f8ade2a34ac379bd4af86febd5,9395,canonical,AT_FROZEN_COMMIT
outputs/phase7/selected_buildings.json,7,canonical multi-building evidence,0a39c5e38c0568d30010d5b0c2a71d82933fe5e27b5df37408c9de2f81f7b885,2855,canonical,AT_FROZEN_COMMIT
outputs/phase8/figures/01_validation_weight_vs_mae.png,8,canonical ensemble evidence,fd5060d1c37c38a696c9c23a5929396fb6c261e342d18eb356f31f103396dbe7,70663,canonical,AT_FROZEN_COMMIT
outputs/phase8/figures/02_validation_weight_vs_regret.png,8,canonical ensemble evidence,5a3ca07d87033671c69d8a39f0a11bb9ca9a1f393d1d9691abed7ff8b3822046,79043,canonical,AT_FROZEN_COMMIT
outputs/phase8/figures/03_selected_weights.png,8,canonical ensemble evidence,281d12edca9dfee3b31cd2ee5e4f643fda0f7e90848698670e2e7f310499c889,78218,canonical,AT_FROZEN_COMMIT
outputs/phase8/figures/04_test_decision_regret.png,8,canonical ensemble evidence,1bbd66bd870d6612f4b9790bd35036bee84d0bc853b38501e8ed0fb54885099e,75917,canonical,AT_FROZEN_COMMIT
outputs/phase8/figures/05_forecast_vs_decision_effect.png,8,canonical ensemble evidence,6bc5ba0250724df336f2836bb465e913a9356f4109d5c4cd20e4abff6b90608c,62003,canonical,AT_FROZEN_COMMIT
outputs/phase8/figures/06_representative_dispatch.png,8,canonical ensemble evidence,a0bb0ec0cc353021314112ccfa36b9e4f2c74dd18b03905e1f9dd121be1b12ca,118860,canonical,AT_FROZEN_COMMIT
outputs/phase8/global_test_summary.csv,8,canonical ensemble evidence,42d8930a4c3799951bdffeb8d8bb525dbcd462962cf88f37e71caae3eeab919a,2945,canonical,AT_FROZEN_COMMIT
outputs/phase8/run_config.json,8,canonical ensemble evidence,b4f7b7011df0e2a845dc75ccd8c4fbb716fdaf098794fd8b1861711064c4ad78,1966,canonical,AT_FROZEN_COMMIT
outputs/phase8/selected_weights.csv,8,canonical ensemble evidence,2c0069968f31917c3b4be6d2989bf88f23401be8ddaea779181dbeeceb238959,794,canonical,AT_FROZEN_COMMIT
outputs/phase8/test_daily_decision_metrics.csv,8,canonical ensemble evidence,918f3b4e38cec5b16be964a2631392577068333de264e973ddac9409a2f4da60,349619,canonical,AT_FROZEN_COMMIT
outputs/phase8/test_decision_metrics.csv,8,canonical ensemble evidence,1c4667ce525a0cdada916bd11ee8c27276ec3a816aeae6b12bbd45355fdbb502,13921,canonical,AT_FROZEN_COMMIT
outputs/phase8/test_forecast_metrics.csv,8,canonical ensemble evidence,66d7bef9f8c671486f5f93f84141101ab04a85168726ebe813b689411bed9c51,12260,canonical,AT_FROZEN_COMMIT
outputs/phase8/validation_weight_search.csv,8,canonical ensemble evidence,c28ab6885d2e3c6ad89f1e8854963694f90d9c058077a417b84a906b291163f7,42070,canonical,AT_FROZEN_COMMIT
outputs/phase9/efficiency_metrics.csv,9,final validation/freeze evidence,11cbea992e8fddc31e33b4a362ad22d3ab9b98c1567a4723bbd2189d8541b80d,4823,canonical,AT_FROZEN_COMMIT
outputs/phase9/figures/01_forecast_vs_decision.png,9,final validation/freeze evidence,a1171e0e948089af290e1ed3f68da58cb26966fea7e7ff694c35afb63d54f8e9,56006,canonical,AT_FROZEN_COMMIT
outputs/phase9/figures/02_building_decision_comparison.png,9,final validation/freeze evidence,a1eb1784f528cb096f12417463604b0411d1c95229c5ea043652e656ba7104d6,72860,canonical,AT_FROZEN_COMMIT
outputs/phase9/figures/03_core_improvements.png,9,final validation/freeze evidence,991f41101af7d8fe1a6e4603de444057849ce865e695006d9c18c053877cf81e,77004,canonical,AT_FROZEN_COMMIT
outputs/phase9/figures/04_peak_quality_vs_decision.png,9,final validation/freeze evidence,fdfa7382f1ec47a7cc81264faa751bc976a415956e12c004555c64bb23d2dc3f,49382,canonical,AT_FROZEN_COMMIT
outputs/phase9/figures/05_efficiency.png,9,final validation/freeze evidence,775d6f9e73750297b9ed45e6d397d7a52c9c8998c33f22089ec67aeb89ac7921,56439,canonical,AT_FROZEN_COMMIT
outputs/phase9/figures/06_validation_search.png,9,final validation/freeze evidence,76184f282f68591dbab694ef3d5280e1fae1304a29e05591046a74ce31a9b9d1,80773,canonical,AT_FROZEN_COMMIT
outputs/phase9/final_algorithm.json,9,final validation/freeze evidence,9ada55af2ce3b217df78c3f0697a551d6d3d87ace892356163d5a13dd6025125,2768,canonical,AT_FROZEN_COMMIT
outputs/phase9/final_benchmark.csv,9,final validation/freeze evidence,b2cd308f3a4bc45329f79e8eedd45579ab1877c74b6cb02968a687dc1624801c,2236,canonical,AT_FROZEN_COMMIT
outputs/phase9/run_config.json,9,final validation/freeze evidence,13efb8319264541d8347281ce2f44282dc2eb27f4414851de640344263e3d508,1962,canonical,AT_FROZEN_COMMIT
outputs/phase9/validation_search.csv,9,final validation/freeze evidence,b4b836954ebc5a9fcc12e49e4629e107bc77651a6ff006bdd9396254ee806bea,40217,canonical,AT_FROZEN_COMMIT
outputs/phase9_1/artifact_hash_audit.json,9_1,canonical reporting correction,3f246b62a1d4938dfb6835dd57036694bb877868b09725e0f3298aa2cfa7f9aa,22426,canonical,AT_FROZEN_COMMIT
outputs/phase9_1/doef_prediction_invariance.json,9_1,canonical reporting correction,85bcf0cf3d0c5ef9ec12d48ef2f7a601dcdfbf1845b0e821ca6cd6ddf9844a42,1335,canonical,AT_FROZEN_COMMIT
outputs/phase9_1/final_reporting_summary.json,9_1,canonical reporting correction,16de5296be9b0798860a85bb8e28116095e80e1bd21df811d87c40940d27fe36,7863,canonical,AT_FROZEN_COMMIT
outputs/phase9_1/metric_semantics.json,9_1,canonical reporting correction,ff07f2ee0d96b2676f84ab13f6302543cb1b51defb8f8420dfb6ba6d634de574,828,canonical,AT_FROZEN_COMMIT
reports/figures/.gitkeep,reports,frozen report/figure evidence,01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,1,frozen_supporting_or_historical,AT_FROZEN_COMMIT
reports/figures/01_full_load_overview.png,reports,frozen report/figure evidence,59f93444378b8b02621cef992feb4c9c910f0ba6357d13102ef7c9d59769dc20,210735,frozen_supporting_or_historical,AT_FROZEN_COMMIT
reports/figures/02_seven_day_load.png,reports,frozen report/figure evidence,4d13d58a89854ee44be8e8ca70da24855921221b41a388e5d30216afcfe9395e,67996,frozen_supporting_or_historical,AT_FROZEN_COMMIT
reports/figures/03_mean_24h_profile.png,reports,frozen report/figure evidence,acdf363d940e7ce914774f80ad46dd0b605c68e86014b5f4f345a529deca66e4,52640,frozen_supporting_or_historical,AT_FROZEN_COMMIT
reports/figures/04_weekday_mean_load.png,reports,frozen report/figure evidence,c54f2f7b9dd6ea8b869c2e4b3170ff935a8736ec92644fa0ca93088b17d31bea,29459,frozen_supporting_or_historical,AT_FROZEN_COMMIT
reports/figures/05_temperature_vs_load.png,reports,frozen report/figure evidence,5efa95da87e8e9d8e97275bf5bb5bc5c01075aaabfef0309d3fea6d9e7e507dc,274621,frozen_supporting_or_historical,AT_FROZEN_COMMIT
