building,primaryspaceusage,quality_pass,quality_failure_reasons,train_valid_samples,validation_valid_samples,test_valid_samples,mean_load,std,coefficient_of_variation,min,max,p95,peak_to_average_ratio,peak_valley_range,normalized_peak_valley_range,lag24_autocorrelation,lag168_autocorrelation,weekday_weekend_difference,weekday_weekend_difference_normalized,daily_profile_variability,daily_profile_variability_normalized,robust_outlier_fraction,zero_fraction,missing_fraction,validation_missing_fraction,test_missing_fraction,negative_count,log_mean_load,morphology_data_scope,quality_coverage_scope,causal_train_samples,causal_validation_samples,causal_test_samples,selected,selection_order
Bull_office_Chantel,Office,False,train_missing;validation_missing;test_missing;validation_coverage;test_coverage,15707,651,728,144.07604889539695,35.317463018901186,0.24513070208180546,2.0,1035.0,213.0,7.183706160289262,1033.0,7.169824602491602,0.7346908019473739,0.6917096551121444,14.249146806170444,0.09890017747860162,30.656979002970598,0.21278331296569897,0.0029286305468899216,0.0,0.023196517412935325,0.09583333333333334,0.021505376344086023,0,4.977258080072227,Train raw load only,Train/Validation/Test raw availability only; no model or decision metrics,0,0,0,False,
Bull_office_Claudia,Office,False,train_missing;validation_missing;test_missing;validation_coverage;test_coverage,15864,650,728,33.34282022188603,2.640454676107023,0.07919110196844849,3.0,104.0,37.0,3.1191122798825224,101.0,3.0291378871936034,0.4428977677505363,0.5473235430433315,2.506507625783737,0.07517383380001191,2.113840252847519,0.06339716433044877,0.0011976802824004034,0.0,0.013432835820895522,0.09722222222222222,0.021505376344086023,0,3.536392978535287,Train raw load only,Train/Validation/Test raw availability only; no model or decision metrics,0,0,0,False,
Bull_office_Debbie,Office,False,train_missing;validation_missing;test_missing;validation_coverage;test_coverage,15812,651,728,29.518340500885405,11.421012189457834,0.3869124075289822,3.0,108.0,53.0,3.65874226556742,105.0,3.557110535968325,0.7230752740161037,0.9178721679489887,10.829942544949173,0.36688859743400304,6.363318535015437,0.21557168956786607,0.0003162155325069567,0.0,0.016666666666666666,0.09583333333333334,0.021505376344086023,0,3.4183278307860743,Train raw load only,Train/Validation/Test raw availability only; no model or decision metrics,0,0,0,False,
Bull_office_Efren,Office,False,train_missing;validation_missing;test_missing;validation_coverage;test_coverage,15879,655,729,52.13070722337679,37.98034795595894,0.7285599981065967,3.0,2081.0,90.0,39.918890627803044,2078.0,39.86134297192442,0.5147658364590016,0.30280746003797904,23.11993798050392,0.4434994116123621,13.336187410093268,0.25582210793627924,0.0010076201272120411,0.0,0.0125,0.09027777777777778,0.020161290322580645,0,3.972755051561475,Train raw load only,Train/Validation/Test raw availability only; no model or decision metrics,0,0,0,False,
Bull_office_Ella,Office,False,train_missing;validation_missing;test_missing;validation_coverage;test_coverage,15878,654,706,73.00991938531301,36.353049286799454,0.49791931826338093,8.0,1842.0,88.0,25.229448484647204,1834.0,25.119874332705198,0.5177634570147878,0.06851679322884756,6.253214411981531,0.08564883326305185,9.596436046922383,0.13144016768840378,0.001700466053659151,0.0,0.012562189054726369,0.09166666666666666,0.051075268817204304,0,4.304199129968315,Train raw load only,Train/Validation/Test raw availability only; no model or decision metrics,0,0,0,False,
Bull_office_Hilton,Office,False,train_missing;validation_missing;test_missing;validation_coverage;test_coverage,15701,639,728,6.540475128972677,1.1317155478472827,0.17303262003612926,2.0,16.0,9.0,2.4463054570950025,14.0,2.1405172749581274,0.5434791977671848,0.4586138157784138,0.7109974174553431,0.10870730389384121,1.0058191835907095,0.15378380985429957,0.004458314757021846,0.0,0.023569651741293534,0.1125,0.021505376344086023,0,2.020285194487147,Train raw load only,Train/Validation/Test raw availability only; no model or decision metrics,0,0,0,False,
Bull_office_Ivette,Office,False,train_missing;validation_missing;test_missing;validation_coverage;test_coverage,15737,641,728,24.25961110758086,5.357022857394004,0.22082064026657022,2.0,69.0,34.0,2.8442335573317687,67.0,2.761792004945341,0.7219645692638811,0.8397262901755049,5.071183624019934,0.20903812520041778,4.013537586589446,0.16544113459985596,0.0002541780517252335,0.0,0.021330845771144278,0.10972222222222222,0.021505376344086023,0,3.2292067212211264,Train raw load only,Train/Validation/Test raw availability only; no model or decision metrics,0,0,0,False,
Bull_office_Lilla,Office,False,train_missing;validation_missing;test_missing;validation_coverage;test_coverage,15868,652,728,466.8828144693723,80.47016935646552,0.1723562462840328,6.0,2677.0,586.0,5.7337728377141035,2671.0,5.720921647192518,0.7711721065616731,0.7828940466258313,46.96625551639471,0.10059538295444309,44.621249830601236,0.09557269714738752,0.000567179228636249,0.0,0.01318407960199005,0.09444444444444444,0.021505376344086023,0,6.148217868130261,Train raw load only,Train/Validation/Test raw availability only; no model or decision metrics,0,0,0,False,
Bull_office_Mai,Office,False,train_missing;validation_missing;test_missing;validation_coverage;test_coverage,9066,0,0,6.200033090668431,2.9121539888629338,0.46969974938455883,2.0,21.0,11.0,3.3870786966615962,19.0,3.0644997731700157,0.8459983503147351,0.6523017559060307,0.024547002025684606,0.003959172744195495,2.5498241996525834,0.41125977270835573,0.00044120891242003087,0.0,0.4361940298507463,1.0,1.0,0,1.9740856219376195,Train raw load only,Train/Validation/Test raw availability only; no model or decision metrics,0,0,0,False,
Bull_office_Marco,Office,False,train_missing;validation_missing;test_missing;validation_coverage;test_coverage,14734,654,729,55.653420659698654,23.422162481361436,0.4208575538344683,3.0,794.0,91.0,14.266867886792339,791.0,14.212962844398916,0.7669972308153182,0.5168677331732902,7.437919125974645,0.13364711526816903,14.704607499310164,0.26421749687631485,0.0006787023211619384,0.0,0.08370646766169154,0.09166666666666666,0.020161290322580645,0,4.036952367993505,Train raw load only,Train/Validation/Test raw availability only; no model or decision metrics,0,0,0,False,
Bull_office_Myron,Office,False,train_missing;validation_missing;test_missing;validation_coverage;test_coverage,15755,651,728,63.78105363376706,16.811314959392554,0.2635785080617151,2.0,234.0,92.0,3.6688011042218873,232.0,3.6374438298268283,0.8457257410261119,0.872860412416876,7.884653252037353,0.12362061776701425,7.84187112520523,0.12294985232187472,0.0002538876547127896,0.0,0.020211442786069653,0.09583333333333334,0.021505376344086023,0,4.171013178411269,Train raw load only,Train/Validation/Test raw availability only; no model or decision metrics,0,0,0,False,
Bull_office_Nicolas,Office,False,train_missing;validation_missing;test_missing;validation_coverage;test_coverage,15715,649,728,20.5260897231944,4.867534524351301,0.2371389090661046,3.0,61.0,26.0,2.9718276019747805,58.0,2.825672146139955,0.7959569513647953,0.8945294855516839,3.182884487811098,0.15506531106187513,3.301567532648846,0.16084736923458381,6.363347120585428e-05,0.0,0.02269900497512438,0.09861111111111111,0.021505376344086023,0,3.0692656749647216,Train raw load only,Train/Validation/Test raw availability only; no model or decision metrics,0,0,0,False,
Bull_office_Rob,Office,False,train_missing;validation_missing;test_missing;validation_coverage;test_coverage,15773,651,728,277.05931021365626,89.19765342263453,0.32194425574022084,5.0,3170.0,404.0,11.441593489695155,3165.0,11.423546812266615,0.5632684419799708,0.664814265225668,79.8690567438091,0.28827422071547604,47.74355996303316,0.1723225251886153,0.0005705953211183668,0.0,0.019092039800995025,0.09583333333333334,0.021505376344086023,0,5.627834437027885,Train raw load only,Train/Validation/Test raw availability only; no model or decision metrics,0,0,0,False,
Bull_office_Sally,Office,False,train_missing;validation_missing;test_missing;validation_coverage;test_coverage,15747,655,729,91.25823966469804,69.31405704285834,0.7595375200916954,2.0,3958.0,139.0,43.37142612593147,3956.0,43.349510296661165,0.3348380298442194,0.1411574691133417,25.512154091445552,0.27956000669290326,20.942408523168847,0.22948512485136313,0.001778116466628564,0.0,0.020708955223880596,0.09027777777777778,0.020161290322580645,0,4.52459159779046,Train raw load only,Train/Validation/Test raw availability only; no model or decision metrics,0,0,0,False,
Bull_office_Trevor,Office,False,train_missing;validation_missing;test_missing;validation_coverage;test_coverage,11755,572,729,52.17737133134836,32.98228025447451,0.6321184722975616,13.0,2249.0,73.0,43.10297630208121,2236.0,42.85382615004606,0.5048964581974166,0.10769145324672064,11.800537553701758,0.2261619788924083,7.571323103199576,0.14510740786687917,0.0008507018290089324,0.0,0.2689676616915423,0.20555555555555555,0.020161290322580645,0,3.973632954945734,Train raw load only,Train/Validation/Test raw availability only; no model or decision metrics,0,0,0,False,
Bull_office_Yvonne,Office,False,train_missing;validation_missing;test_missing;validation_coverage;test_coverage,15835,650,728,166.33176507736027,44.61854273369215,0.2682502810749362,3.0,699.0,246.0,4.202444431915321,696.0,4.18440818971826,0.7244025503428272,0.9020674299986059,42.146604748828935,0.2533887903445665,25.49600383803475,0.1532840334266678,0.00025260498894853176,0.0,0.015236318407960199,0.09722222222222222,0.021505376344086023,0,5.119978458932054,Train raw load only,Train/Validation/Test raw availability only; no model or decision metrics,0,0,0,False,
Cockatoo_office_Ada,Office,False,train_missing,12285,720,744,431.7796045258445,41.548672815637694,0.09622657573477575,211.825,605.15,499.225,1.4015252078998517,393.325,0.9109392752164078,0.8609419749413334,0.816726640055833,11.213814111160048,0.025971152860437705,23.977202900965207,0.055531115063425916,0.0,0.0,0.23600746268656717,0.0,0.0,0,6.0702286019437,Train raw load only,Train/Validation/Test raw availability only; no model or decision metrics,0,0,0,False,
Cockatoo_office_Alton,Office,False,train_missing,14655,720,744,97.63896394404641,25.594583039114646,0.2621349306182933,42.3,195.375,143.9825,2.000994194407499,153.075,1.5677655089388505,0.8141832271292562,0.8675314106952045,16.401903488761363,0.16798522665767673,17.87191604798204,0.18304082024286772,0.0,0.0,0.08861940298507463,0.0,0.0,0,4.591466355395072,Train raw load only,Train/Validation/Test raw availability only; no model or decision metrics,0,0,0,False,
Cockatoo_office_Christy,Office,False,train_missing;validation_missing;validation_coverage,14649,719,744,190.41446343095092,35.9031728696816,0.18855276129116627,100.525,343.25,254.31499999999997,1.8026466782785704,242.725,1.2747193444578762,0.8430571981373938,0.8329787289115276,15.076375081721324,0.07917662771026003,22.14597037650235,0.1163040347748218,0.0,0.0,0.08899253731343283,0.001388888888888889,0.0,0,5.254441042678744,Train raw load only,Train/Validation/Test raw availability only; no model or decision metrics,0,0,0,False,
Cockatoo_office_Delores,Office,False,train_missing,14655,720,744,72.54271523712043,15.774792622983293,0.21745522719159624,46.175,125.95,102.78249999999998,1.7362184416217001,79.775,1.099696912904892,0.6672728987877526,0.8975495661842433,16.707808793844364,0.2303168380068424,10.754025944333046,0.14824405054568682,0.0,0.0,0.08861940298507463,0.0,0.0,0,4.297866397099612,Train raw load only,Train/Validation/Test raw availability only; no model or decision metrics,0,0,0,False,
Cockatoo_office_Elbert,Office,False,train_missing,14621,720,744,29.95089198413241,6.9471459624673235,0.23195122089011005,12.775,58.175,41.825,1.9423461588663318,45.4,1.5158146216163553,0.7573571262170921,0.7966776579992139,5.07133432526355,0.16932164584448023,5.884157013448991,0.1964601594024759,0.0,0.0,0.09073383084577115,0.0,0.0,0,3.432401818881141,Train raw load only,Train/Validation/Test raw availability only; no model or decision metrics,0,0,0,False,
Cockatoo_office_Gail,Office,False,train_missing,14648,720,744,21.54651545603495,8.856101101823434,0.41102242819234763,4.8,57.05,40.475,2.647759918136596,52.25,2.4249860775221235,0.6516335732135012,0.7634444121864552,7.132115798311819,0.3310101725202248,6.426941657936102,0.2982821826132441,0.0,0.0,0.0890547263681592,0.0,0.0,0,3.115580528777168,Train raw load only,Train/Validation/Test raw availability only; no model or decision metrics,0,0,0,False,
Cockatoo_office_Georgia,Office,False,train_missing,14654,720,744,244.2397775283199,41.1973474093776,0.16867583088344695,148.05,392.85,325.2924999999999,1.6084603579957346,244.8,1.0022937396903546,0.80830266855154,0.8348486217784278,28.296803950882605,0.11585665626313288,30.3326573667665,0.1241921265804027,0.0,0.0,0.088681592039801,0.0,0.0,0,5.502236415735047,Train raw load only,Train/Validation/Test raw availability only; no model or decision metrics,0,0,0,False,
Cockatoo_office_Giovanni,Office,False,train_missing,14623,720,744,133.8846839499419,25.42484569778548,0.18990107716347576,84.725,226.425,185.675,1.691194192792493,141.70000000000002,1.058373488434123,0.7755659277302804,0.8294271581092025,19.227455727893442,0.1436120634611379,17.47858449095783,0.13054954439368802,0.0,0.0,0.0906094527363184,0.0,0.0,0,4.904420220444341,Train raw load only,Train/Validation/Test raw availability only; no model or decision metrics,0,0,0,False,
Cockatoo_office_Jimmy,Office,False,train_missing,14640,720,744,14.10404144125683,6.255743988464267,0.44354265509778656,3.65,48.7,25.176249999999982,3.4529110115589874,45.050000000000004,3.1941199398507676,0.7783453746422574,0.798959978508529,3.604469650684079,0.2555628942028179,4.494292053816872,0.3186527827882204,0.0001366120218579235,0.0,0.08955223880597014,0.0,0.0,0,2.7149623531266602,Train raw load only,Train/Validation/Test raw availability only; no model or decision metrics,0,0,0,False,
Cockatoo_office_Jodie,Office,False,train_missing,14649,720,744,51.86013093726534,11.464238064066075,0.22106072346663075,27.45,100.425,72.55,1.9364586665136476,72.975,1.4071503230155182,0.6730997295731221,0.6987739736037172,8.672605131878647,0.16723068328481097,9.984933717746708,0.19253583701563304,0.0,0.0,0.08899253731343283,0.0,0.0,0,3.9676493862306867,Train raw load only,Train/Validation/Test raw availability only; no model or decision metrics,0,0,0,False,
Cockatoo_office_Kristin,Office,False,train_missing,14648,720,744,110.03403422310213,13.39157226493654,0.12170391060809549,47.025,158.875,134.74124999999998,1.443871445064617,111.85,1.0165036735199209,0.7444461986111748,0.8010912075786655,10.454902507594753,0.09501517036444075,10.362791593275572,0.09417805742052725,0.0,0.0,0.0890547263681592,0.0,0.0,0,4.709836768938219,Train raw load only,Train/Validation/Test raw availability only; no model or decision metrics,0,0,0,False,
Cockatoo_office_Laila,Office,False,train_missing,14647,720,744,222.41626098859837,27.18891785711445,0.12224339055186359,165.4,309.875,272.5675,1.3932209750432096,144.475,0.6495703118011059,0.8149759598896892,0.8673221541598415,16.77372139073421,0.07541589502574218,15.158729412645775,0.06815477135200493,0.0,0.0,0.08911691542288558,0.0,0.0,0,5.409036672654882,Train raw load only,Train/Validation/Test raw availability only; no model or decision metrics,0,0,0,False,
Cockatoo_office_Lorraine,Office,False,train_missing,14608,720,744,6.786489142935378,2.3158251696374963,0.3412405326026686,2.15,16.6,11.175,2.4460364778274677,14.450000000000001,2.1292305484702956,0.6521335989133941,0.584118288678171,-0.0843727640054297,-0.012432461354964421,1.9929819702321077,0.2936690722192886,0.0,0.0,0.09154228855721393,0.0,0.0,0,2.0523900706076335,Train raw load only,Train/Validation/Test raw availability only; no model or decision metrics,0,0,0,False,
Cockatoo_office_Margaret,Office,False,train_missing,14636,720,744,3.204321535938781,0.8297027560341018,0.2589324281999749,1.25,6.65,4.68125,2.075322318754671,5.4,1.6852241385376276,0.5678761229877249,0.6731908489689912,0.6352725105015842,0.19825492023086447,0.719901311917098,0.2246657533717777,0.0,0.0,0.08980099502487562,0.0,0.0,0,1.436112933424633,Train raw load only,Train/Validation/Test raw availability only; no model or decision metrics,0,0,0,False,
Cockatoo_office_Paige,Office,False,train_missing,14655,720,744,109.62838907540089,23.44072537860935,0.21381984699681342,61.175,178.6,157.2575,1.6291400567526482,117.425,1.0711185395530778,0.806655116581274,0.8488532928067287,18.536373101079448,0.16908369499373366,17.05565020211456,0.1555769481423641,0.0,0.0,0.08861940298507463,0.0,0.0,0,4.706176738568669,Train raw load only,Train/Validation/Test raw availability only; no model or decision metrics,0,0,0,False,
Cockatoo_office_Pansy,Office,False,train_missing,14650,720,744,54.85374174061433,20.12476452962452,0.36688043314871843,24.225,122.525,93.125,2.2336671321234793,98.30000000000001,1.7920381888409551,0.6638179557061156,0.9013017532373003,20.79743804961271,0.3791434711593074,11.342802898085864,0.206782664922337,0.0,0.0,0.08893034825870647,0.0,0.0,0,4.022736519521989,Train raw load only,Train/Validation/Test raw availability only; no model or decision metrics,0,0,0,False,
Cockatoo_office_Rodney,Office,False,train_missing,14655,720,744,131.57790912998976,38.82790400720111,0.29509439893015676,67.05,247.75,196.45,1.8829148573507148,180.7,1.3733308364208845,0.7717828535833279,0.9046268771854146,35.28803196488349,0.26819115912551383,24.107113871581294,0.1832155111065426,0.0,0.0,0.08861940298507463,0.0,0.0,0,4.887170466059756,Train raw load only,Train/Validation/Test raw availability only; no model or decision metrics,0,0,0,False,
Cockatoo_office_Roxanna,Office,False,train_missing;test_missing;test_coverage,14633,720,742,7.673608180140778,1.7740725775617412,0.23119144682849765,4.2,14.8,11.05,1.9286885194766987,10.600000000000001,1.3813579936792573,0.5751257401716978,0.586650944656766,1.222408298762132,0.15930032783348422,1.4764337257690794,0.19240410653101567,0.0,0.0,0.08998756218905472,0.0,0.002688172043010753,0,2.160284872631403,Train raw load only,Train/Validation/Test raw availability only; no model or decision metrics,0,0,0,False,
Eagle_office_Amanda,Office,False,train_missing;validation_missing;test_missing;validation_coverage;test_coverage,15365,546,482,295.27684137975916,62.26512870529377,0.21087034260575085,27.8906,669.6724,412.79519999999997,2.2679475873244193,641.7818000000001,2.1734918221188795,0.7478192787829159,0.7145612944534907,34.77064708246871,0.11775609262139783,56.032683432620765,0.1897632173616909,0.0016921575008135372,0.0,0.04446517412935323,0.24166666666666667,0.3521505376344086,0,5.691294292158596,Train raw load only,Train/Validation/Test raw availability only; no model or decision metrics,0,0,0,False,
Eagle_office_Amie,Office,False,train_missing,12729,720,744,467.02779919082417,59.885156419221545,0.12822610671779927,282.555,549.5825,536.1804,1.1767661388726982,267.0275,0.5717593266667504,0.9918428015445881,0.9507479108017207,-0.6029316334277723,-0.0012909973120923768,59.89897380362502,0.12825569250354352,0.0,0.0,0.2083955223880597,0.0,0.0,0,6.148527694133931,Train raw load only,Train/Validation/Test raw availability only; no model or decision metrics,0,0,0,False,
Eagle_office_Bridgett,Office,False,validation_missing;validation_coverage,15961,718,744,198.13262194098118,37.141440448314626,0.18745747209350586,99.8429,350.7107,271.3678,1.7700805478891206,250.8678,1.2661610064128022,0.7448343404987793,0.7331538770771264,20.915669291110447,0.1055639858101747,30.223665442621364,0.1525426007415591,0.0,0.0,0.007400497512437811,0.002777777777777778,0.0,0,5.293971044665175,Train raw load only,Train/Validation/Test raw availability only; no model or decision metrics,0,0,0,False,
Eagle_office_Chantelle,Office,False,train_missing,14815,720,744,33.8313072561593,9.36857430077498,0.2769202570222688,12.297,67.6302,50.9402,1.999041878220278,55.333200000000005,1.6355619834916693,0.704045901324509,0.7299498894322927,7.0640197559745594,0.20880126512665248,9.279900363016317,0.27429919549818244,0.0,0.0,0.07866915422885572,0.0,0.0,0,3.5505166161501647,Train raw load only,Train/Validation/Test raw availability only; no model or decision metrics,0,0,0,False,
Eagle_office_Chauncey,Office,False,train_missing;test_missing;test_coverage,15471,720,283,551.1100939952169,90.25535853299272,0.1637701060394224,6.7109,783.7851,694.8607,1.4221933304070504,777.0742,1.4100162716430744,0.5161746332470577,0.6034613383504155,68.61106141766038,0.12449610733904624,67.7258709710182,0.12288991203199773,0.008144269924374637,0.0,0.03787313432835821,0.0,0.6196236559139785,0,6.313747472033966,Train raw load only,Train/Validation/Test raw availability only; no model or decision metrics,0,0,0,False,
Eagle_office_Dallas,Office,False,train_missing,15919,720,744,53.74006476537471,18.525337224365853,0.344721155533514,24.7813,134.0625,91.38124999999991,2.494647161020503,109.2812,2.0335144826697533,0.7751954525455914,0.7182380550967193,8.59772816419138,0.1599873055927351,15.985260394174515,0.2974551754629441,0.0,0.0,0.010012437810945274,0.0,0.0,0,4.002595886757152,Train raw load only,Train/Validation/Test raw availability only; no model or decision metrics,0,0,0,False,
Eagle_office_Damian,Office,False,train_missing,15308,720,744,180.452305402404,45.94245415571076,0.25459610534351595,82.8934,315.9463,250.0392,1.750857653469419,233.05290000000002,1.291493059511199,0.7989263082050272,0.8458293568739665,27.182080410906906,0.15063304594691415,26.722044472538624,0.1480836967582606,0.0,0.0,0.04800995024875622,0.0,0.0,0,5.200992839020107,Train raw load only,Train/Validation/Test raw availability only; no model or decision metrics,0,0,0,False,
Eagle_office_Demetra,Office,False,train_missing,15901,720,744,154.71404314194075,60.48003096819014,0.3909149404925278,36.0,287.0,227.0,1.855035226095765,251.0,1.6223478806621499,0.8996593126612588,0.9031218159686522,27.77398017259239,0.17951815884684397,28.799307209073095,0.18614539846684428,0.0,0.0,0.0111318407960199,0.0,0.0,0,5.0480212683626124,Train raw load only,Train/Validation/Test raw availability only; no model or decision metrics,0,0,0,False,
Eagle_office_Donovan,Office,False,test_missing;test_coverage,15976,720,743,65.80656248122185,28.24522383834011,0.429215913631714,12.6,217.67,113.6325,3.307724819422272,205.07,3.1162545537691244,0.8233627394714171,0.8720108552900288,19.91825226872607,0.30267881374915795,21.142768463425707,0.3212866265345326,0.0,0.0,0.006467661691542288,0.0,0.0013440860215053765,0,4.201801316454149,Train raw load only,Train/Validation/Test raw availability only; no model or decision metrics,0,0,0,False,
