timestamp,load,airTemperature,cloudCoverage,dewTemperature,precipDepth1HR,precipDepth6HR,seaLvlPressure,windDirection,windSpeed
2016-01-03 16:00:00,4965.267700000001,9.4,,8.3,,,984.2,190.0,4.6
2016-01-03 17:00:00,4942.1887,8.3,,7.8,,,984.6,190.0,3.6
2016-01-03 18:00:00,4951.523700000001,8.2,,7.6,,,984.2,210.0,4.6
2016-01-03 19:00:00,4877.5117,8.1,0.0,7.5,,,983.9,220.0,4.6
2016-01-03 20:00:00,4705.6007,7.8,0.0,7.0,,,984.0,190.0,3.6
2016-01-03 21:00:00,4665.0837,7.4,0.0,6.8,,,984.0,200.0,3.1
2016-01-03 22:00:00,4637.0657,6.6,0.0,6.1,,,984.0,200.0,3.6
2016-01-03 23:00:00,4609.7327000000005,6.5,0.0,5.9,,,983.9,190.0,4.1
2016-01-04 00:00:00,4552.7637,6.0,0.0,5.5,,0.0,983.8,180.0,4.1
2016-01-04 01:00:00,4487.8517,6.3,,5.8,,,983.5,180.0,3.1
2016-01-04 02:00:00,4473.0327,6.6,,5.9,,,983.5,170.0,3.6
2016-01-04 03:00:00,4520.9567,6.1,,5.5,,,983.3,180.0,4.1
2016-01-04 04:00:00,4521.6577,6.4,,5.7,,,983.1,180.0,4.1
2016-01-04 05:00:00,4566.346699999999,5.8,,5.3,,,983.2,170.0,2.1
2016-01-04 06:00:00,4745.4607,6.4,,6.0,,,983.0,180.0,3.6
2016-01-04 07:00:00,4932.284699999999,6.7,,6.0,,,982.8,160.0,3.6
2016-01-04 08:00:00,5236.8447,7.4,,6.2,,,982.7,180.0,4.6
2016-01-04 09:00:00,5632.165699999999,7.7,,6.5,,,982.8,160.0,4.1
2016-01-04 10:00:00,6053.496700000001,8.9,,7.4,,,982.7,180.0,4.6
2016-01-04 11:00:00,6352.1727,9.7,,7.5,,,982.7,200.0,5.1
2016-01-04 12:00:00,6344.190699999999,9.8,,7.5,,0.0,982.3,200.0,5.7
2016-01-04 13:00:00,6232.0307,10.1,,8.0,,,982.0,190.0,5.1
2016-01-04 14:00:00,6311.6227,10.4,,7.4,,,981.8,210.0,4.6
2016-01-04 15:00:00,6395.9687,9.8,,7.2,,,982.1,210.0,4.1
2016-01-04 16:00:00,6382.547699999999,9.2,,7.4,,,982.4,190.0,3.6
2016-01-04 17:00:00,6199.332700000001,8.6,,7.3,,,982.5,170.0,3.6
2016-01-04 18:00:00,5871.1957,8.2,,6.7,,,982.5,170.0,4.1
2016-01-04 19:00:00,5532.3396999999995,7.7,,6.2,,,982.8,170.0,4.6
2016-01-04 20:00:00,5105.133699999999,7.6,,6.0,,,982.9,170.0,4.6
2016-01-04 21:00:00,4924.961700000001,7.9,,6.3,,,982.9,160.0,4.1
2016-01-04 22:00:00,4798.0717,7.2,,6.2,,,982.7,140.0,4.1
2016-01-04 23:00:00,4672.3697,7.7,,6.7,,,982.4,150.0,4.6
2016-01-05 00:00:00,4637.4577,7.4,,6.9,,2.0,982.2,150.0,4.1
2016-01-05 01:00:00,4573.7147,8.1,,6.6,,,981.9,170.0,5.1
2016-01-05 02:00:00,4582.2737,8.2,,7.3,,,981.9,160.0,3.6
2016-01-05 03:00:00,4542.9677,8.3,,7.4,,,982.0,180.0,3.6
2016-01-05 04:00:00,4540.8277,6.4,,5.6,,,981.8,150.0,2.6
2016-01-05 05:00:00,4601.4037,6.7,,6.6,,,981.8,140.0,2.1
2016-01-05 06:00:00,4801.6527,5.7,,5.5,,,982.1,150.0,2.6
2016-01-05 07:00:00,4984.9067000000005,7.1,,6.9,,,982.5,150.0,2.6
2016-01-05 08:00:00,5295.1827,6.7,,6.3,,,982.9,160.0,2.6
2016-01-05 09:00:00,5633.9687,6.7,,6.4,,,983.5,180.0,1.5
2016-01-05 10:00:00,6038.887699999998,7.4,,6.8,,,984.0,170.0,2.1
2016-01-05 11:00:00,6305.3747,8.7,,8.3,,,984.5,190.0,3.1
2016-01-05 12:00:00,6595.7546999999995,9.3,,7.8,,-1.0,984.7,220.0,4.1
2016-01-05 13:00:00,6645.1327,9.6,,7.8,,,984.7,210.0,3.6
2016-01-05 14:00:00,6610.3487,9.3,,7.5,,,984.9,180.0,3.1
2016-01-05 15:00:00,6669.4137,9.4,,7.7,,,985.2,190.0,3.1
2016-01-05 16:00:00,6582.407700000001,9.2,,7.6,,,985.8,160.0,2.6
2016-01-05 17:00:00,6366.2967,8.7,,7.8,,,986.4,130.0,1.5
2016-01-05 18:00:00,6014.0947,9.0,,7.8,,,986.9,160.0,3.1
2016-01-05 19:00:00,5607.1707,8.7,,7.8,,,987.6,180.0,2.1
2016-01-05 20:00:00,5230.417700000001,8.2,,7.6,,,988.2,210.0,3.1
2016-01-05 21:00:00,5034.005700000001,7.5,,6.8,,,988.7,200.0,1.5
2016-01-05 22:00:00,4893.249700000001,6.9,,6.4,,,989.3,210.0,2.1
2016-01-05 23:00:00,4763.1087,6.5,,6.2,,,989.6,210.0,0.5
2016-01-06 00:00:00,5123.054000000001,6.4,,6.2,,0.0,990.0,110.0,1.5
2016-01-06 01:00:00,5462.9063,6.3,,6.1,,,990.4,110.0,1.5
2016-01-06 02:00:00,5453.806300000001,6.5,,6.4,,,990.9,300.0,0.5
2016-01-06 03:00:00,5458.006300000001,6.4,,6.3,,,991.6,0.0,0.0
2016-01-06 04:00:00,5462.9063,6.2,,6.1,,,991.8,110.0,1.0
2016-01-06 05:00:00,5479.8063,5.6,,5.5,,,992.2,70.0,1.0
2016-01-06 06:00:00,5546.706300000001,5.6,,5.5,,,992.9,350.0,1.0
2016-01-06 07:00:00,5620.906300000001,4.9,,4.9,,,993.7,330.0,2.1
2016-01-06 08:00:00,5722.506300000001,5.4,,5.4,,,994.3,320.0,1.0
2016-01-06 09:00:00,5970.406300000001,5.6,,5.6,,,995.4,310.0,2.1
2016-01-06 10:00:00,6114.6063,5.0,,5.0,,,995.8,310.0,2.1
2016-01-06 11:00:00,6157.206300000001,5.8,,5.7,,,996.9,330.0,2.6
2016-01-06 12:00:00,6222.1062999999995,6.9,,6.8,,2.0,996.6,310.0,1.5
2016-01-06 13:00:00,6228.106300000001,7.7,,7.3,,,996.3,310.0,1.5
2016-01-06 14:00:00,6167.8063,7.9,,6.8,,,996.4,40.0,1.0
2016-01-06 15:00:00,6209.0063,8.1,,6.5,,,996.7,160.0,1.5
2016-01-06 16:00:00,6173.9063,7.9,,6.6,,,997.1,180.0,2.6
2016-01-06 17:00:00,6033.906300000001,7.4,,6.3,,,996.8,170.0,2.6
2016-01-06 18:00:00,5904.806299999999,7.1,,6.2,,,996.0,160.0,2.6
2016-01-06 19:00:00,5770.0063,6.4,,5.8,,,995.2,130.0,3.6
2016-01-06 20:00:00,5705.506300000001,5.9,,5.4,,,994.5,140.0,3.1
2016-01-06 21:00:00,5638.206300000002,5.7,,5.5,,,994.2,140.0,3.1
2016-01-06 22:00:00,5606.906300000001,5.6,,5.4,,,993.3,130.0,4.6
2016-01-06 23:00:00,5571.4063,5.9,,5.7,,,992.6,120.0,4.1
2016-01-07 00:00:00,5547.1063,6.7,,6.4,,0.0,991.0,130.0,4.6
2016-01-07 01:00:00,5541.006300000001,7.5,,6.5,,,989.3,140.0,5.1
2016-01-07 02:00:00,5526.206300000001,8.0,,7.1,,,988.5,140.0,4.6
2016-01-07 03:00:00,5518.806300000001,8.3,,6.4,,,986.7,140.0,6.7
2016-01-07 04:00:00,5525.506300000001,7.9,,6.3,,,984.7,150.0,8.2
2016-01-07 05:00:00,5535.0063,7.4,,6.6,,,983.9,150.0,8.2
2016-01-07 06:00:00,5582.1063,7.6,,7.0,,,982.2,150.0,6.7
2016-01-07 07:00:00,5646.0063,7.8,,7.3,,,981.3,140.0,6.7
2016-01-07 08:00:00,5823.906300000001,8.4,,8.0,,,980.4,160.0,4.1
2016-01-07 09:00:00,5961.0063,9.2,,8.8,,,980.5,220.0,2.6
2016-01-07 10:00:00,6134.0063,10.2,,10.1,,,980.8,240.0,5.7
2016-01-07 11:00:00,6217.3063,9.7,,8.7,,,981.7,260.0,8.2
2016-01-07 12:00:00,6249.4063,8.6,,6.2,,60.0,983.9,280.0,10.8
2016-01-07 13:00:00,6289.5063,7.6,,3.9,,,987.1,280.0,9.8
2016-01-07 14:00:00,6250.106300000001,7.9,,1.9,,,989.5,290.0,10.8
2016-01-07 15:00:00,6211.4063,7.8,,1.7,,,991.1,270.0,7.7
2016-01-07 16:00:00,6151.506299999999,7.0,,1.5,,,992.6,270.0,6.7
2016-01-07 17:00:00,6048.206300000001,5.9,,1.0,,,993.5,260.0,7.2
2016-01-07 18:00:00,5927.506300000001,5.3,0.0,0.8,,,994.7,260.0,5.7
2016-01-07 19:00:00,5798.906300000001,5.1,0.0,0.6,,,996.0,260.0,7.7
2016-01-07 20:00:00,5727.8063,4.8,0.0,0.6,,,996.9,250.0,6.7
2016-01-07 21:00:00,5668.5063,4.2,,0.4,,,997.8,260.0,5.7
2016-01-07 22:00:00,5615.3063,4.5,0.0,0.6,,,998.9,230.0,6.2
2016-01-07 23:00:00,5563.006299999999,3.0,0.0,0.5,,,999.5,230.0,3.1
2016-01-08 00:00:00,5518.7063,3.3,0.0,0.9,,0.0,1000.3,220.0,4.6
2016-01-08 01:00:00,5511.006300000001,3.2,0.0,1.1,,,1000.4,220.0,4.6
2016-01-08 02:00:00,5517.3063,2.6,0.0,1.0,,,1000.8,220.0,3.1
2016-01-08 03:00:00,5510.1063,2.7,0.0,1.2,,,1000.9,200.0,3.1
2016-01-08 04:00:00,5528.1063,1.9,0.0,0.8,,,1001.0,220.0,2.1
2016-01-08 05:00:00,5530.1063,2.4,0.0,1.6,,,1000.7,200.0,2.1
2016-01-08 06:00:00,5587.306300000001,1.6,,0.9,,,1000.2,150.0,1.0
2016-01-08 07:00:00,5703.7063,4.2,,2.4,,,1000.0,190.0,5.1
2016-01-08 08:00:00,5864.8063,4.4,0.0,2.6,,,1000.0,190.0,4.1
2016-01-08 09:00:00,6013.906300000001,5.8,,4.1,,,1000.1,180.0,4.1
2016-01-08 10:00:00,6126.4063,6.7,,4.8,,,1000.1,190.0,4.1
2016-01-08 11:00:00,6214.206300000001,7.7,,5.5,,,999.7,190.0,4.6
2016-01-08 12:00:00,6257.2063,7.7,,6.2,,-1.0,999.3,180.0,3.6
2016-01-08 13:00:00,6250.8063,8.9,,6.9,,,998.7,190.0,3.6
2016-01-08 14:00:00,6195.9063000000015,8.8,,5.3,,,998.6,200.0,4.6
2016-01-08 15:00:00,6233.506300000001,8.4,0.0,5.4,,,998.1,190.0,4.1
2016-01-08 16:00:00,6136.8063,7.8,,5.6,,,998.1,160.0,3.6
2016-01-08 17:00:00,6032.4063,7.8,,6.5,,,998.1,180.0,4.6
2016-01-08 18:00:00,5910.5063,8.0,,6.9,,,998.0,190.0,5.1
2016-01-08 19:00:00,5757.006300000001,7.3,,6.6,,,998.2,190.0,3.1
2016-01-08 20:00:00,5690.6063,7.3,,6.3,,,998.3,190.0,4.1
2016-01-08 21:00:00,5603.3063,7.4,,5.9,,,998.1,160.0,3.6
2016-01-08 22:00:00,5555.3063,7.0,,6.2,,,998.0,210.0,2.6
2016-01-08 23:00:00,5534.506299999999,7.1,,6.6,,,997.3,180.0,2.1
2016-01-09 00:00:00,5537.1062999999995,7.2,,6.5,,4.0,997.2,180.0,3.1
2016-01-09 01:00:00,5535.3063,7.5,,6.8,,,996.7,170.0,3.1
2016-01-09 02:00:00,5529.3063,8.0,,7.0,,,996.4,190.0,3.6
2016-01-09 03:00:00,5527.0063,7.6,,6.7,,,995.9,170.0,4.1
2016-01-09 04:00:00,5552.906300000001,7.8,,6.7,,,995.9,190.0,3.6
2016-01-09 05:00:00,5561.706300000001,6.6,,5.8,,,995.2,160.0,2.6
2016-01-09 06:00:00,5561.4063,6.0,,5.0,,,,160.0,2.6
2016-01-09 07:00:00,5558.0063,7.6,,7.1,,,993.9,140.0,4.6
2016-01-09 08:00:00,5587.5063,8.6,,7.5,,,993.4,170.0,5.1
2016-01-09 09:00:00,5594.0063,9.0,,7.7,,,993.5,170.0,4.6
2016-01-09 10:00:00,5617.906300000001,9.7,,8.1,,,993.1,160.0,5.7
2016-01-09 11:00:00,5632.2063,10.6,,8.2,,,992.3,170.0,5.7
2016-01-09 12:00:00,5642.6062999999995,10.7,,8.4,,2.0,991.4,180.0,7.2
2016-01-09 13:00:00,5659.206300000001,10.4,,8.3,,,990.5,180.0,5.7
2016-01-09 14:00:00,5656.406300000001,10.9,,8.2,,,989.4,180.0,6.2
2016-01-09 15:00:00,5670.3063,10.8,,7.9,,,988.6,170.0,6.2
2016-01-09 16:00:00,5664.706300000001,10.6,,7.9,,,987.0,160.0,8.2
2016-01-09 17:00:00,5668.8063,9.9,,8.8,,,985.6,160.0,8.8
2016-01-09 18:00:00,5659.9063000000015,9.9,,8.3,,,983.9,160.0,9.8
2016-01-09 19:00:00,5624.706300000001,9.8,,8.0,,,983.3,160.0,7.7
2016-01-09 20:00:00,5601.2063,10.2,,8.0,,,982.7,180.0,8.8
2016-01-09 21:00:00,5581.2063,6.9,,6.0,,,983.3,210.0,7.7
2016-01-09 22:00:00,5555.4063,7.0,,5.5,,,983.1,180.0,6.2
2016-01-09 23:00:00,5545.1063,6.5,,5.2,,,982.5,170.0,5.7
2016-01-10 00:00:00,5527.706300000001,6.8,,5.1,,40.0,982.9,210.0,8.2
2016-01-10 01:00:00,5527.206300000001,6.2,,4.3,,,983.0,200.0,7.2
2016-01-10 02:00:00,5523.906300000001,6.3,,3.0,,,983.0,210.0,7.2
2016-01-10 03:00:00,5507.2063,5.4,0.0,3.2,,,983.2,190.0,4.6
2016-01-10 04:00:00,5514.6063,5.6,0.0,3.3,,,983.1,200.0,5.1
2016-01-10 05:00:00,5530.2063,5.5,,3.1,,,983.3,180.0,4.1
2016-01-10 06:00:00,5540.8063,6.3,,3.5,,,983.2,180.0,3.6
2016-01-10 07:00:00,5547.7063,6.3,,3.1,,,983.8,210.0,6.7
2016-01-10 08:00:00,5558.8063,5.6,,3.1,,,984.2,210.0,6.7
2016-01-10 09:00:00,5570.306300000001,5.6,,3.6,,,985.2,200.0,4.6
2016-01-10 10:00:00,5575.1063,6.2,,4.3,,,985.6,200.0,4.6
2016-01-10 11:00:00,5594.0063,7.0,,4.7,,,985.9,190.0,3.1
2016-01-10 12:00:00,5605.6063,7.8,0.0,4.6,,0.0,985.8,210.0,6.2
2016-01-10 13:00:00,5601.206300000001,8.7,0.0,4.3,,,985.4,220.0,5.7
2016-01-10 14:00:00,5611.006299999999,7.9,,4.6,,,985.3,190.0,5.1
2016-01-10 15:00:00,5616.6063,7.5,,4.5,,,985.4,180.0,3.6
2016-01-10 16:00:00,5633.5063,6.7,,3.1,,,985.8,190.0,4.6
2016-01-10 17:00:00,5631.1063,6.1,,3.5,,,986.2,190.0,4.6
2016-01-10 18:00:00,5618.5063,5.2,,3.4,,,986.6,180.0,3.6
2016-01-10 19:00:00,5606.5063,5.1,0.0,3.5,,,986.8,170.0,5.1
2016-01-10 20:00:00,5608.8063,5.1,,3.5,,,987.2,180.0,3.6
2016-01-10 21:00:00,5584.1063,5.4,,3.7,,,987.1,170.0,3.1
2016-01-10 22:00:00,5539.506299999999,5.0,,3.5,,,986.7,150.0,3.6
2016-01-10 23:00:00,5523.0063,6.1,,4.2,,,986.4,160.0,4.1
2016-01-11 00:00:00,5519.206300000001,5.3,,4.6,,20.0,985.6,140.0,2.6
2016-01-11 01:00:00,5457.806300000001,5.7,,5.2,,,984.7,140.0,4.1
2016-01-11 02:00:00,5470.806300000001,5.6,,5.2,,,983.2,140.0,3.1
2016-01-11 03:00:00,5467.506299999999,6.6,,6.3,,,982.0,140.0,4.6
2016-01-11 04:00:00,5478.206300000001,6.3,,5.6,,,981.0,230.0,2.6
2016-01-11 05:00:00,5490.8063,6.1,,5.0,,,980.1,220.0,5.7
2016-01-11 06:00:00,5548.4063,5.4,,4.9,,,979.3,150.0,4.1
2016-01-11 07:00:00,5631.3063,5.6,,5.3,,,978.8,160.0,3.1
2016-01-11 08:00:00,5820.2063,5.8,,4.8,,,978.7,190.0,3.6
2016-01-11 09:00:00,6010.806299999999,6.2,,5.5,,,979.3,210.0,3.6
2016-01-11 10:00:00,6184.2063,6.0,,5.5,,,979.9,270.0,3.1
2016-01-11 11:00:00,6299.406300000001,6.1,,5.5,,,980.4,260.0,3.6
2016-01-11 12:00:00,6319.3063,6.7,,5.3,,10.0,981.0,250.0,4.6
2016-01-11 13:00:00,6336.906300000001,6.7,,5.2,,,981.1,260.0,4.6
2016-01-11 14:00:00,6345.4063,6.8,,4.8,,,981.6,270.0,3.1
2016-01-11 15:00:00,6313.0063,7.1,,5.1,,,982.3,280.0,3.1
2016-01-11 16:00:00,6286.1063,6.4,,5.1,,,983.1,260.0,4.6
2016-01-11 17:00:00,6174.2063,6.2,,5.3,,,984.1,260.0,5.1
2016-01-11 18:00:00,6007.4063,5.8,,4.8,,,985.0,270.0,3.6
2016-01-11 19:00:00,5848.8063,6.1,,5.1,,,985.9,260.0,5.1
2016-01-11 20:00:00,5777.2063,5.7,,4.7,,,986.7,260.0,4.6
2016-01-11 21:00:00,5686.8063,4.8,0.0,3.9,,,987.5,270.0,3.6
2016-01-11 22:00:00,5590.4063,4.4,,3.5,,,988.5,260.0,5.1
2016-01-11 23:00:00,5571.2063,4.6,,3.7,,,989.5,270.0,4.1
2016-01-12 00:00:00,5543.306300000001,3.2,0.0,2.6,,0.0,990.4,260.0,4.1
2016-01-12 01:00:00,5532.706300000001,4.0,,3.6,,,991.4,260.0,4.6
2016-01-12 02:00:00,5513.306300000001,4.4,,3.5,,,992.3,260.0,6.2
2016-01-12 03:00:00,5521.306299999999,4.2,0.0,3.3,,,992.9,260.0,5.1
2016-01-12 04:00:00,5529.4063,4.7,,3.5,,,993.3,260.0,7.2
2016-01-12 05:00:00,5521.4063,5.0,,3.0,,,,260.0,6.7
2016-01-12 06:00:00,5582.906300000001,5.0,,2.0,,,,250.0,6.2
2016-01-12 07:00:00,5661.6063,4.4,,2.7,,,994.9,250.0,6.2
2016-01-12 08:00:00,5811.3063,4.3,0.0,2.5,,,995.2,250.0,7.2
2016-01-12 09:00:00,6032.306300000001,4.6,0.0,2.2,,,996.1,250.0,6.2
2016-01-12 10:00:00,6207.206300000001,5.7,,2.5,,,996.5,240.0,6.2
2016-01-12 11:00:00,6282.1062999999995,6.3,,2.5,,,996.9,250.0,8.8
2016-01-12 12:00:00,6319.206300000001,6.4,,2.9,,0.0,997.2,260.0,7.7
2016-01-12 13:00:00,6325.206300000001,6.9,,3.4,,,997.2,260.0,7.7
2016-01-12 14:00:00,6341.3063,7.2,,3.3,,,997.6,270.0,8.8
2016-01-12 15:00:00,6298.9063,6.6,,4.1,,,998.6,270.0,6.2
2016-01-12 16:00:00,6265.9063,5.6,,3.5,,,999.5,260.0,6.7
2016-01-12 17:00:00,6145.1063,5.8,,3.2,,,1000.6,270.0,6.7
2016-01-12 18:00:00,5996.6062999999995,5.8,,3.3,,,1001.3,260.0,7.2
2016-01-12 19:00:00,5832.5063,6.1,,2.8,,,1001.9,280.0,8.2
2016-01-12 20:00:00,5746.8063,6.3,,2.8,,,1003.4,290.0,8.8
2016-01-12 21:00:00,5659.906300000001,6.0,,2.9,,,1004.8,290.0,7.2
2016-01-12 22:00:00,5612.506300000001,5.5,,2.7,,,1006.8,290.0,6.7
2016-01-12 23:00:00,5560.106300000001,5.3,,3.2,,,1008.0,290.0,7.2
2016-01-13 00:00:00,5549.206300000001,5.0,,3.4,,4.0,1009.3,300.0,7.7
2016-01-13 01:00:00,5529.8063,5.2,,3.4,,,1010.3,280.0,5.1
2016-01-13 02:00:00,5518.5063,5.3,,2.5,,,1011.4,280.0,5.1
2016-01-13 03:00:00,5521.806299999999,4.9,,1.8,,,1012.2,290.0,5.1
2016-01-13 04:00:00,5522.8063,3.7,,1.0,,,1013.0,270.0,4.6
2016-01-13 05:00:00,5526.4063,2.6,0.0,0.5,,,1014.2,260.0,4.6
2016-01-13 06:00:00,5564.206300000001,2.4,0.0,0.3,,,1014.9,270.0,3.6
2016-01-13 07:00:00,5653.706300000001,2.5,,0.7,,,1015.3,270.0,5.1
2016-01-13 08:00:00,5777.806299999999,2.3,,0.6,,,1015.6,260.0,5.7
2016-01-13 09:00:00,6020.6063,2.8,,0.7,,,1016.2,260.0,4.6
2016-01-13 10:00:00,6185.7063,4.4,,1.4,,,1016.4,270.0,5.1
2016-01-13 11:00:00,6286.806300000001,4.8,,1.5,,,1016.6,270.0,5.1
2016-01-13 12:00:00,6335.1063,5.4,,1.4,,0.0,1016.3,260.0,5.7
2016-01-13 13:00:00,6297.406300000001,6.1,,0.2,,,1015.8,240.0,5.1
2016-01-13 14:00:00,6293.7063,6.8,,1.1,,,1015.2,220.0,4.6
2016-01-13 15:00:00,6284.506300000001,6.4,,0.9,,,1014.6,210.0,4.6
2016-01-13 16:00:00,6241.0063,6.1,,1.0,,,1013.8,170.0,3.1
2016-01-13 17:00:00,6168.8063,6.0,,1.1,,,1013.0,170.0,4.1
2016-01-13 18:00:00,6040.6062999999995,5.4,,1.9,,,1012.4,170.0,4.1
2016-01-13 19:00:00,5857.6063,5.6,,2.8,,,1011.4,180.0,4.6
2016-01-13 20:00:00,5766.1063,5.6,,3.1,,,1010.5,190.0,5.1
2016-01-13 21:00:00,5680.706300000001,4.9,,3.5,,,1010.0,200.0,8.8
2016-01-13 22:00:00,5626.906300000001,4.8,,3.7,,,1008.7,180.0,5.1
2016-01-13 23:00:00,5601.006300000001,5.0,,3.8,,,1007.6,180.0,4.6
2016-01-14 00:00:00,5563.0063,4.9,,4.1,,20.0,1006.4,180.0,4.1
2016-01-14 01:00:00,5543.606300000001,4.9,,4.4,,,1005.5,210.0,5.1
2016-01-14 02:00:00,5524.8063,4.4,,3.2,,,1005.1,260.0,5.1
2016-01-14 03:00:00,5511.5063,3.6,,2.7,,,1004.7,240.0,4.6
2016-01-14 04:00:00,5500.306300000001,2.6,,1.8,,,1004.5,260.0,5.1
