building,non_null_count,missing_count,missing_rate,mean,std,min,max,zero_ratio,negative_count,obvious_extreme,train_non_null,validation_non_null,test_non_null,screening_score,selected,selection_score,train_daily_autocorrelation,train_weekly_autocorrelation,train_robust_extreme_rate,train_cv
Robin_lodging_Armand,17544,0,0.0,38.25760122549019,8.61896258255353,16.0,74.0,0.0,0,False,16080,720,744,86.68965688643547,False,98.22818174546836,0.9383123774834238,0.8665702702567416,0.0,0.21995523193415698
Hog_education_Jordan,17544,0,0.0,106.70183088235295,35.75608518471209,31.125,219.761,0.0,0,False,16080,720,744,87.51327120320006,False,98.11432582947741,0.9156134347042569,0.889221052756559,0.0,0.3381207821534265
Hog_lodging_Ora,17544,0,0.0,220.7604919630643,62.692146811392384,15.76,431.72,0.0,0,False,16080,720,744,87.12986978287813,False,98.07684755831042,0.9460147620377359,0.8335550710451618,0.0,0.2900409561003787
Hog_food_Morgan,17544,0,0.0,63.40516797765618,28.227316826637782,18.393,145.25799999999995,0.0,0,False,16080,720,744,88.338921462591,False,98.0098628421826,0.9398292099258062,0.834933029081336,0.0,0.4483526911433116
Robin_education_Zenia,17544,0,0.0,200.96859951550388,52.75425004270622,52.25,466.2,0.0,0,False,16080,720,744,86.96874972644557,False,98.00759230060503,0.8843128163530808,0.9271576128255349,0.0,0.2690634925576233
Hog_lodging_Hal,17544,0,0.0,147.87078345873232,56.73462159944864,33.4,420.935,0.0,0,False,16080,720,744,87.87757765288784,False,97.95986605015463,0.9329920468190256,0.8396620619889082,0.0,0.39718196427891156
Lamb_assembly_Dorothy,17544,0,0.0,38.857260049019615,29.596893996978544,0.0056,134.38,0.0,0,False,16080,720,744,90.71261856078655,False,97.86324000152923,0.9262715525324794,0.837979412649766,0.0,0.7826887442882965
Hog_lodging_Brian,17543,1,5.699954400364797e-05,105.5064128142279,29.219988555895366,45.0,226.0,0.0,0,False,16079,720,744,87.07370414070715,False,97.83782575648705,0.9330695263308383,0.8236408872735651,0.0,0.2779700488891264
Hog_other_Noma,17544,0,0.0,26.032937528499772,5.564395558313538,7.537000000000001,49.107,0.0,0,False,16080,720,744,86.60308327255285,False,97.81292268268982,0.9345092196208782,0.8175409916571792,0.0,0.2213452906316995
Hog_lodging_Francisco,17544,0,0.0,161.1916985864113,52.36947848782911,58.786,325.005,0.0,0,False,16080,720,744,87.43667069770447,False,97.76885437802135,0.9276005916109175,0.823179597717984,0.0,0.32797495843017727
Hog_education_Donnie,17544,0,0.0,84.50846089831282,71.48139914271067,6.864,311.129,0.0,0,False,16080,720,744,91.34386767752663,False,97.74051459720135,0.9082912600140155,0.8515831796034884,0.0,0.8299840407133631
Robin_office_Zelma,17544,0,0.0,109.9579388109895,33.436421317928094,29.7,204.5,0.0,0,False,16080,720,744,87.28062805283685,False,97.70532304081904,0.8645508874379217,0.9197915930460017,0.0,0.29504465447264794
Hog_office_Sydney,17544,0,0.0,125.88804183766528,25.442871244612103,47.4205,208.18,0.0,0,False,16080,720,744,86.51580349927643,False,97.68832297992628,0.870311683812121,0.9079235909699699,0.0,0.20228141839558292
Robin_lodging_Celia,17544,0,0.0,51.24684803351573,18.26668364127082,0.3862,126.0,0.0,0,False,16080,720,744,87.6733376308321,False,97.68219384413949,0.9273618023906025,0.8120228419009279,0.0,0.35728901963584986
Fox_lodging_Helen,17543,1,5.699954400364797e-05,354.0070529555948,83.9675343869468,39.73,656.25,0.0,0,False,16079,720,744,86.77551777067389,False,97.6697686873337,0.9303560177148326,0.8057557924131308,0.0,0.22923725686795365
Lamb_assembly_Cherie,17544,0,0.0,55.084921882124945,44.69794738403218,0.0045,146.6,0.0,0,False,16080,720,744,91.08577799379661,False,97.61209367715284,0.8893102771371709,0.8660953617250949,0.0,0.8492277095635397
Hog_public_Gerard,17544,0,0.0,56.27482489740081,20.745113808431277,16.643,106.434,0.0,0,False,16080,720,744,87.76479498331449,False,97.47803657137253,0.8380434961049764,0.9336657160080424,0.0,0.370740657077997
Hog_industrial_Jeremy,17544,0,0.0,44.25118986548108,26.069100293472417,6.4005,99.703,0.0,0,False,16080,720,744,89.41837276682045,False,97.47532332729119,0.8888928756586164,0.848554984207799,0.0,0.5918200929714917
Robin_lodging_Dorthy,17544,0,0.0,31.057227496580026,10.344449712820577,0.2262,67.5,0.0,0,False,16080,720,744,87.49807787429505,False,97.45605504999506,0.8919703656030881,0.8408567306608604,0.0,0.33551774930920397
Hog_public_Crystal,17544,0,0.0,300.13170411536703,120.25997873899082,78.085,697.105,0.0,0,False,16080,720,744,88.0051801531628,False,97.40154717291458,0.8849818016761835,0.8452366202616374,0.0,0.3970588479308061
Hog_other_Tobias,17544,0,0.0,37.50004822161423,12.499028258519674,8.833,76.7,0.0,0,False,16080,720,744,87.4998024371837,False,97.35346449965448,0.9051068061202399,0.8052839230868646,0.0,0.3399543906489186
Robin_lodging_Donna,17544,0,0.0,21.252041717966257,5.242068622006566,5.0,44.625,0.0,0,False,16080,720,744,86.84996412047377,False,97.1396144849236,0.892335016681855,0.7980569035200554,0.0,0.2451892744846991
Robin_public_Cami,17544,0,0.0,70.43631644436843,21.045483495403754,12.6071,126.5,0.0,0,False,16080,720,744,87.24090546160507,False,97.05296399941533,0.8451891177029692,0.8650800037504285,0.0,0.28398422253022865
Robin_education_Leslie,17544,0,0.0,886.1533666666667,148.4953376552228,197.0,1544.5,0.0,0,False,16080,720,744,86.25679715758852,False,96.89124603546665,0.8448270678992594,0.8441210248967876,0.0,0.16686018658961158
Hog_office_Shawnna,17544,0,0.0,414.03402610579116,157.1576933934732,146.745,988.348,0.0,0,False,16080,720,744,87.84682568613306,False,96.82068559914708,0.8112280989429029,0.890711248314772,0.0,0.37616549345670763
Hog_office_Shawna,17544,0,0.0,142.32528283173735,73.41661088680868,30.7375,314.391,0.0,0,False,16080,720,744,88.8687756011842,False,96.76304481420618,0.7830311720673079,0.9300206884486433,0.0,0.5151856357591993
Hog_office_Merilyn,17544,0,0.0,30.202680118559055,8.69945980606664,9.091,59.502,0.0,0,False,16080,720,744,87.16027015779329,False,96.67847352648076,0.8660499558794121,0.780379877065081,0.0,0.29599825963702336
Hog_lodging_Shonda,17543,1,5.699954400364797e-05,108.51718634213077,22.47299083621615,44.0,212.0,0.0,0,False,16079,720,744,86.54976654972526,False,96.66505667118967,0.8796669146252045,0.756276028743305,0.0,0.20639787334184018
Hog_office_Bill,17544,0,0.0,290.8509905950753,95.2764463922373,85.275,595.904,0.0,0,False,16080,720,744,87.45683656252908,False,96.61565233319028,0.8474263135093264,0.8030431219098266,0.0,0.3169918894517688
Robin_lodging_Oliva,17544,0,0.0,54.809952251481995,18.375659858907976,0.2938,131.4,0.0,0,False,16080,720,744,87.51446029928047,False,96.60941257597565,0.8874412952442364,0.7355195180563602,0.0,0.3316533121252675
Robin_assembly_Colleen,17544,0,0.0,47.350963953488375,16.213636501693873,7.25,137.75,0.0,0,False,16080,720,744,87.56810555920575,False,96.52208434774872,0.836618450381482,0.8085804957306939,0.0,0.34028657162211473
Hog_education_Rachael,17544,0,0.0,74.8798671340629,24.38884687605654,21.177,170.82299999999995,0.0,0,False,16080,720,744,87.44279749111915,False,96.4752157191315,0.8498863641464182,0.7802181556401689,0.0,0.3128554667166882
Hog_office_Richelle,17543,1,5.699954400364797e-05,85.39249957247904,27.249781793115424,32.303000000000004,153.733,0.0,0,False,16079,720,744,87.38992094689685,False,96.37507653002005,0.7383224625167557,0.9531860967681048,0.0,0.320166351898009
Hog_office_Napoleon,17544,0,0.0,129.08105129958957,33.618755551407986,45.7965,258.60200000000003,0.0,0,False,16080,720,744,86.95335151129468,False,96.34355431124638,0.7768557849596888,0.8843809332333685,0.0,0.26158309267409724
Hog_office_Mari,17543,1,5.699954400364797e-05,53.9330340876703,33.870045658171996,12.9985,244.246,0.0,0,False,16079,720,744,89.7065939684142,False,96.32668866537078,0.8205186718438016,0.8097406992697925,0.0,0.6341019871928161
Hog_industrial_Joanne,17544,0,0.0,150.33738674190607,76.32497882711728,19.5775,340.9190000000001,0.0,0,False,16080,720,744,88.80768452617923,False,96.32461229109656,0.8276587076723063,0.7971837926923652,0.0,0.5125807261534521
Hog_education_Casandra,17544,0,0.0,1079.2975564295484,401.17011602515356,320.362,2261.611,0.0,0,False,16080,720,744,87.78771674434441,False,96.3169041199143,0.8618332591207714,0.7391984507872863,0.0,0.3684967933763461
Hog_public_Kevin,17544,0,0.0,548.6542378134975,364.99402426068315,71.4015,2402.693,0.0,0,False,16080,720,744,89.9893995038924,False,96.315969120484,0.83489189512183,0.7839760575281509,0.0,0.6572164266387374
Moose_education_Ricardo,17544,0,0.0,308.8911676470588,57.7510862547035,202.0807,462.2393,0.0,0,False,16080,720,744,86.4022192677428,False,96.23726924163168,0.7450991416142267,0.9231373295271786,0.0,0.1876145951856652
Hog_office_Cordelia,17543,1,5.699954400364797e-05,26.024256398563526,15.31848698334232,5.4979999999999976,85.895,0.0,0,False,16079,720,744,89.41125572896442,False,96.18356196107248,0.747366034435908,0.9125782010431748,0.0,0.5899795761988044
Robin_office_Sammie,17544,0,0.0,82.35071574327407,24.106061319481807,23.5,162.2,0.0,0,False,16080,720,744,87.19543276903309,False,96.17494165905649,0.7758142485825261,0.8636351402366542,0.0,0.29196223820564216
Robin_education_Takako,17544,0,0.0,159.66869597013226,61.286069401440116,1.1959,316.9,0.0,0,False,16080,720,744,87.87874537784653,False,96.15123188324428,0.8579154708297665,0.7236384663829594,0.0,0.29905300898112147
Robin_lodging_Renea,17544,0,0.0,89.8754104138167,26.081644733047355,0.6276,190.9,0.0,0,False,16080,720,744,87.1764833628819,False,96.14482688848743,0.8228057806275654,0.7813006174190478,0.0,0.2909187451614417
Robin_office_Dina,17544,0,0.0,35.62368822389421,11.019016957540583,6.5,83.5,0.0,0,False,16080,720,744,87.31987846575984,False,96.08811119045463,0.79804836295582,0.8150008871342495,0.0,0.3067761907167871
Hog_office_Bessie,17544,0,0.0,77.86268809849521,29.003081954522802,25.0,187.0,0.0,0,False,16080,720,744,87.79367589240891,False,96.08102499294398,0.7503890787560109,0.8934882011325118,0.0,0.37211506207987044
Robin_education_Mercedes,17544,0,0.0,255.1101210100319,63.05598551561323,47.164,606.938,0.0,0,False,16080,720,744,86.85378725663534,False,96.06531221756707,0.8361566200625419,0.7484472622380394,0.0,0.24711758442844256
Hog_office_Miriam,17544,0,0.0,23.04798643410853,7.241345590844542,6.9685,44.405,0.0,0,False,16080,720,744,87.35639204694085,False,96.00367948292256,0.7664142655327958,0.856466821835015,0.0,0.3159446650450876
Bear_education_Bob,17542,2,0.00011399908800729594,128.5693519724091,49.56201536228872,68.559,268.901,0.0,0,False,16078,720,744,87.88432431365536,False,96.00261105159507,0.7363502855974288,0.9071909914703421,0.0,0.38725278159195897
Hog_office_Denita,17544,0,0.0,58.05866860465116,29.45380755429924,12.008,141.458,0.0,0,False,16080,720,744,88.80483331716545,False,95.97610560069485,0.7159954652141916,0.9368216380689943,0.0,0.5053160198862094
Hog_office_Guadalupe,17543,1,5.699954400364797e-05,47.161317904577324,21.879553705170935,17.0,139.0,0.0,0,False,16079,720,744,88.47605558232206,False,95.95084448182583,0.7478736493849539,0.8807031788952102,0.0,0.47025517474913936
Robin_education_Billi,17544,0,0.0,37.91975030779754,22.336154785770624,0.0053,106.2,0.0,0,False,16080,720,744,89.41778122306971,False,95.93345270247897,0.7424054841840697,0.8871178866904124,0.0,0.5890246912506918
Robin_education_Derrick,17544,0,0.0,403.12179985180114,66.75923565477652,87.25,682.25,0.0,0,False,16080,720,744,86.2420421510196,False,95.85202079310591,0.7607126225135141,0.845748401558265,0.0,0.1656491023541626
Hog_office_Valda,17544,0,0.0,29.01984558823529,15.336542973564764,5.852,99.207,0.0,0,False,16080,720,744,88.963634883997,False,95.8181254682057,0.7272521335485511,0.8969965065131749,0.0,0.5304239862960766
Hog_public_Octavia,17544,0,0.0,195.50860556315547,43.67474078271687,72.1815,338.19199999999995,0.0,0,False,16080,720,744,86.67542781519438,False,95.81431306035999,0.7919090430189463,0.7887266696830891,0.0,0.22570819237631543
Robin_public_Carolina,17544,0,0.0,140.3392472241222,37.796947925022394,22.641,268.874,0.0,0,False,16080,720,744,87.01994178424624,False,95.79447208983963,0.7543071016596812,0.8487511092124826,0.0,0.2639442808077741
Robin_office_Serena,17544,0,0.0,51.62377484040128,22.592948153475273,0.1628,183.4,0.0,0,False,16080,720,744,88.2823463932059,False,95.76863366780181,0.7669106327851926,0.8243001010649205,0.0,0.4418624590960536
Hog_office_Leon,17543,1,5.699954400364797e-05,6.625976172832469,3.2230360603969626,1.75,22.1,0.0,0,False,16079,720,744,88.64476254755799,False,95.72254208671343,0.7659661858452412,0.8201086321130787,0.0,0.4936330804483359
Robin_education_Kiera,17544,0,0.0,77.96341674076608,29.88862832812293,11.406,176.5,0.0,0,False,16080,720,744,87.87525511107711,False,95.70032281974053,0.7361090534775366,0.8665279535028431,0.0,0.3794419018521373
Hog_parking_Shannon,17544,0,0.0,111.7790211468308,46.09454515600895,43.4455,381.767,0.0,0,False,16080,720,744,88.09279044603504,False,95.66795598652953,0.8421382661214984,0.6854970213347725,0.0,0.42553883445273344
Robin_education_Cecilia,17544,0,0.0,52.30192554149567,15.655597572065373,7.5,127.5,0.0,0,False,16080,720,744,87.2449839193269,False,95.6656297334687,0.7915788163560733,0.76945260386904,0.0,0.28563550585599357
Robin_education_Audrea,17544,0,0.0,286.84388012425904,50.74333212840349,71.0,588.0,0.0,0,False,16080,720,744,86.32676698836372,False,95.65888757776159,0.8730275383916754,0.6328057797154203,0.0,0.152720318807912
Robin_office_Gayle,17544,0,0.0,59.11175215458276,22.154627650190594,9.75,138.25,0.0,0,False,16080,720,744,87.81094200933016,False,95.65283189105179,0.7484488959468251,0.8396294255621977,0.0,0.3704102087455144
Lamb_education_Mae,17544,0,0.0,51.45902160282717,45.494397144995965,0.0003,216.3,0.0,0,False,16080,720,744,91.63067364982166,False,95.65280626786961,0.8034310416236473,0.7479890996765347,0.0,0.8795367492076149
Robin_lodging_Elmer,17544,0,0.0,93.68329908230734,29.96741103096517,0.7172,197.2,0.0,0,False,16080,720,744,87.39909978548872,False,95.6048464489829,0.7752994859553048,0.7884803832722135,0.0,0.32087488866894487
Hog_office_Shon,17544,0,0.0,78.0366639876881,24.9787070114337,26.8365,166.485,0.0,0,False,16080,720,744,87.40067031331978,False,95.58702597424572,0.7067391157344856,0.9003716036752868,0.0,0.3197866006473673
Hog_office_Josefina,17543,1,5.699954400364797e-05,181.48976167132187,34.724318966668214,61.3885,291.389,0.0,0,False,16079,720,744,86.43155018684268,False,95.55575517999165,0.7400018643486187,0.8411442470445453,0.0,0.19223995721381826
Lamb_education_Sara,17544,0,0.0,31.378362990196084,39.05788505883836,0.0004,220.4,0.0,0,False,16080,720,744,94.33554558065418,False,95.53432835581395,0.779531060381301,0.7720253468063593,0.0,1.2408209515304327
Robin_office_Adolph,17544,0,0.0,27.08095918262654,6.918027163987664,6.0,52.5,0.0,0,False,16080,720,744,86.9159293206717,False,95.52752506134034,0.7906658716391316,0.7525602221134935,0.0,0.24960553262384613
Bear_education_Darrell,17542,2,0.00011399908800729594,39.2829802132026,26.062970977178523,12.058,101.4032,0.0,0,False,16078,720,744,89.96916445326423,False,95.47440835742962,0.7057795148292377,0.887715250195269,0.0,0.6615292001630817
Hog_office_Sherrie,17544,0,0.0,41.34143570451436,21.53019477633119,12.267,141.118,0.0,0,False,16080,720,744,88.905922909321,False,95.46401789176537,0.7034928684510471,0.8893809381503054,0.0,0.5165037678794716
Hog_services_Adrianna,17544,0,0.0,249.3860986092111,93.12420339434874,108.663,716.665,0.0,0,False,16080,720,744,87.80060327882214,False,95.42926415963906,0.9097879662893082,0.5409219441363616,0.0,0.3167535424034882
Hog_office_Myles,17544,0,0.0,52.49824720702233,23.951114658931612,19.541,130.52100000000002,0.0,0,False,16080,720,744,88.4217020471868,False,95.42667785267693,0.6846332114907288,0.9158350278723774,0.0,0.4589472451411094
Robin_office_Victor,17544,0,0.0,53.40215025649795,20.07202602413289,8.031,117.2945,0.0,0,False,16080,720,744,87.81899126641775,False,95.38029750142974,0.7080360092268778,0.8706463181458358,0.0,0.3768676757226219
Hog_office_Betsy,17544,0,0.0,654.0905870953034,482.4532944056373,86.461,2522.584,0.0,0,False,16080,720,744,90.53195502187386,False,95.30045288123225,0.8293891218204987,0.6577451811301345,0.0,0.7153297044625427
Hog_office_Vera,17543,1,5.699954400364797e-05,112.99372969275494,50.540108992892044,31.0,374.0,0.0,0,False,16079,720,744,88.35119818606098,False,95.26602990830787,0.673977455236206,0.9125548926740646,0.0,0.451031920851001
Lamb_assembly_Elinor,17544,0,0.0,22.4010684621523,24.23990227842451,0.0046,138.6,0.0,0,False,16080,720,744,93.11565159917896,False,95.26551817830628,0.8423178880521793,0.631539277020538,0.0,1.1290339332210633
Lamb_office_Bertha,17544,0,0.0,49.27242733698131,57.77052956051673,0.0098,341.1,0.0,0,False,16080,720,744,93.7935381941023,False,95.23291451345457,0.8129827808094666,0.6760839671114992,0.0,1.266938182636999
Hog_office_Mary,17544,0,0.0,32.03810607615139,14.514282577440024,9.154,78.47,0.0,0,False,16080,720,744,88.3977389010467,False,95.22432298313531,0.6687296498442133,0.9153603146776869,0.0,0.4526629263118973
Lamb_assembly_Librada,17544,0,0.0,31.27599811331509,39.792674276548766,0.0025,273.2,0.0,0,False,16080,720,744,94.54230320621036,False,95.19888802407591,0.7210588204592058,0.8247537024447791,0.0,1.3195133707344802
Lamb_health_Ken,17544,0,0.0,16.415813360693114,11.395062921824158,0.0031,50.0,0.0,0,False,16080,720,744,90.20613691419751,False,95.19602323307183,0.7540210487609935,0.7694346831412558,0.0,0.7186394799345556
Robin_education_Julius,17544,0,0.0,345.7457023540812,111.24575288407082,1.9448,719.4,0.0,0,False,16080,720,744,87.41316997131051,False,95.11394808263957,0.712766313083597,0.8272492225459481,0.0,0.3249478644209061
Hog_assembly_Colette,17544,0,0.0,360.41616398768815,174.57837860454026,81.645,1286.352,0.0,0,False,16080,720,744,88.63284993949046,False,95.08248490742126,0.8116857230807728,0.658188449188214,0.0,0.48564288259214367
Lamb_industrial_Carla,17544,0,0.0,127.83204757181942,106.0940879573727,0.0022,386.3,0.0,0,False,16080,720,744,91.22461796392056,False,95.06903387580377,0.7260538068594712,0.799114838674716,0.0,0.8456415244888862
Hog_industrial_Quentin,17544,0,0.0,109.84116638166894,73.79865621051675,22.84,320.259,0.0,0,False,16080,720,744,90.03900258720529,False,94.99607160558799,0.7068874121555287,0.8213305271525161,0.0,0.6730611715953531
Hog_assembly_Jasmine,17544,0,0.0,85.04352986776107,25.428146211570937,23.2395,157.718,0.0,0,False,16080,720,744,87.24251153360319,False,94.97548775164157,0.7046374883618861,0.8223358862823985,0.0,0.2989127017988003
Hog_lodging_Nikki,17544,0,0.0,58.80858920428636,17.461658361292905,19.2515,131.192,0.0,0,False,16080,720,744,87.22692704385011,False,94.94286235082612,0.8177915874184278,0.629395667746102,0.0,0.3000722299707708
Hog_office_Mike,17544,0,0.0,65.23519602143183,18.850536512003526,25.274,163.83700000000005,0.0,0,False,16080,720,744,87.16722003554,False,94.89983859013961,0.6863231169576711,0.8427732837558295,0.0,0.2911987368888947
Hog_office_Migdalia,17543,1,5.699954400364797e-05,33.78594618936329,13.153003397456164,5.982,94.126,0.0,0,False,16079,720,744,87.91635989464609,False,94.83989883992052,0.6884717089739744,0.8315803273261358,0.0,0.38736792139424336
Hog_education_Madge,17544,0,0.0,89.80351493388054,24.934563325782083,28.3635,158.113,0.0,0,False,16080,720,744,87.08242656293638,False,94.66781014489624,0.6866841040656646,0.8112345125433915,0.0,0.28495486066286985
Hog_assembly_Dona,17544,0,0.0,293.6240260487916,90.95230253451516,86.806,645.649,0.0,0,False,16080,720,744,87.32318273878417,False,94.64823494679989,0.7500686990675445,0.7029834944607439,0.0,0.31027189556751866
Hog_warehouse_Louise,17543,1,5.699954400364797e-05,11.849797640084365,8.816907423327155,2.0,44.0,0.0,0,False,16079,720,744,90.57699647694254,False,94.60394365224185,0.6494922552002813,0.8650853919251352,0.0,0.7345520510936879
Lamb_assembly_Katelyn,17544,0,0.0,28.10528883378933,25.252793979937174,0.0025,140.12,0.0,0,False,16080,720,744,91.73880122597528,False,94.56033240941107,0.7671625769679694,0.6627733596415282,0.0,0.9054814630638842
Hog_lodging_Shanti,17544,0,0.0,265.7101042863657,75.52724985020211,4.79,668.76,0.0,0,False,16080,720,744,87.13185108408985,False,94.5497075512753,0.7919029414134874,0.6201227711475621,0.0,0.2917560880632701
Hog_parking_Antoinette,17543,1,5.699954400364797e-05,18.794504930741606,5.330611475357191,6.0,41.0,0.0,0,False,16079,720,744,87.12377551415261,False,94.51055879257875,0.7428790809113816,0.6969893677848878,0.0,0.2837258816757856
Lamb_education_Armando,17544,0,0.0,40.68228753419972,41.88210903841819,0.0006,192.5,0.0,0,False,16080,720,744,92.72119359129138,False,94.41871729686383,0.7297753518606782,0.7062033864807143,0.0,1.0240990638964085
Hog_education_Jewel,17544,0,0.0,65.33117675558596,19.65954070364027,13.478,132.187,0.0,0,False,16080,720,744,87.25690952772706,False,94.27829083118527,0.7107583964682855,0.7191747833775619,0.0,0.3043411600327983
Robin_education_Terrance,17544,0,0.0,263.8850661650706,53.37493974944711,1.3090000000000002,498.5,0.0,0,False,16080,720,744,86.51699394716957,False,94.21253346911932,0.7327679769605795,0.6737245009482785,0.0,0.20585836403299484
Robin_education_Derick,17544,0,0.0,528.6653270747834,142.05430169827136,3.1241,961.5,0.0,0,False,16080,720,744,87.01527735634217,False,94.16079054728073,0.7117084673122516,0.7019246274503441,0.0,0.27458197542388896
Hog_office_Almeda,17544,0,0.0,61.407399110807106,23.97249576172476,3.841,139.668,0.0,0,False,16080,720,744,87.9278836234133,False,93.86565796722242,0.6600385047220634,0.7486902210928837,0.0,0.3920479812825698
Robin_office_Shirlene,17544,0,0.0,31.439921865025077,9.316545046514948,5.5,63.0,0.0,0,False,16080,720,744,87.2224637882002,False,93.80500220758809,0.6440287712503606,0.7672856755944765,0.0,0.29056932615683284
Robin_office_Antonina,17544,0,0.0,416.1789558424532,89.36671651091854,2.2455,686.7,0.0,0,False,16080,720,744,86.61048598066458,False,93.73648424952208,0.6653319479920219,0.7226446532829082,0.0,0.21553198709123592
Hog_services_Kerrie,17544,0,0.0,19.482290412676697,5.604592323361566,5.272,44.664,0.0,0,False,16080,720,744,87.15757190426957,False,93.46856600032163,0.607365398490119,0.7835331358926844,0.0,0.2900730756855278
Robin_education_Megan,17544,0,0.0,250.58516946534434,48.234066020442796,56.0,451.5,0.0,0,False,16080,720,744,86.44364287768974,False,93.19659013912134,0.6924758359369196,0.6054189586546463,0.0,0.19704272541104464
Robin_education_Jasper,17544,0,0.0,165.25237681828548,27.83444969491316,1.0524,249.7,0.0,0,False,16080,720,744,86.26327001602769,False,93.05931311959225,0.6708872800685441,0.6230962824980601,0.0,0.17051575555281373
Wolf_public_Norma,17543,1,5.699954400364797e-05,146.6343351821239,73.03238576062478,17.325,330.0017,0.0,0,False,16079,720,744,88.73201410918226,False,92.99405959630344,0.6654361702501068,0.6238609927169725,0.0,0.4922835126187873
Wolf_education_Laurinda,17543,1,5.699954400364797e-05,217.1513526762811,107.66941033298012,47.6075,502.8475,0.0,0,False,16079,720,744,88.7152793011385,False,92.77945120766236,0.6356394768979711,0.6449076964850531,0.0,0.4928859286651151
Lamb_education_Lazaro,17544,0,0.0,19.707732455540356,26.17989686107216,0.0033,126.5,0.0,0,False,16080,720,744,94.96305520693438,False,92.56898547755445,0.6871422159450215,0.5306277037655562,0.0,1.2385608251329518
Robin_education_Lizbeth,17544,0,0.0,121.591894750342,24.37972591919287,0.7145,255.0,0.0,0,False,16080,720,744,86.5037839879819,False,92.37957780606646,0.7128640915986243,0.46250355481115535,0.0,0.2060414716879786
Wolf_retail_Toshia,17543,1,5.699954400364797e-05,70.97483654449069,50.628948013022345,7.285,206.44,0.0,0,False,16079,720,744,90.34660446679109,False,92.28458741126289,0.6112531819233916,0.6195696819227571,0.0,0.7068998339926781
Robin_office_Maryann,17544,0,0.0,231.20985531235752,54.54934799125555,1.3641,388.1,0.0,0,False,16080,720,744,86.76947522146799,False,92.18713942041141,0.545980365263315,0.714984647282663,0.0,0.23784284012349907
Wolf_education_Cheryl,17543,1,5.699954400364797e-05,131.17929943567236,63.10007136652617,22.17,363.7575,0.0,0,False,16079,720,744,88.60424173377878,False,92.17708984249803,0.6129296769228657,0.6024425144216522,0.0,0.4767881030508697
Wolf_office_Darleen,17543,1,5.699954400364797e-05,43.304508920937124,18.991177989736673,15.0,92.0,0.0,0,False,16079,720,744,88.28570253381915,False,92.11322223371118,0.579570381992595,0.6495256581338567,0.0,0.43655046083670374
Robin_office_Addie,17544,0,0.0,20.53844623233014,6.434395314970859,0.1269,46.3,0.0,0,False,16080,720,744,87.34964048966455,False,92.10001900764858,0.6378910818222886,0.5501840646493318,0.0,0.3065052174920043
Lamb_industrial_Enrique,17544,0,0.0,51.80464081737347,44.48608264595062,0.0095,227.09,0.0,0,False,16080,720,744,91.44045812460756,False,91.76023796712275,0.8334739855683458,0.17890841966912224,0.0,0.8726291720842281
